id,name,loaning_club,player_value_in_moment_of_transfer,transfer_cost,league,year,market_value_in_eur,delta_value
568063,Chanka Zimba,Newport County,50000,Wypożyczenie,GB4,2022,100000,50000
568063,Chanka Zimba,Northampton Town,50000,Wypożyczenie,GB4,2021,100000,50000
503731,Stephen Duke-McKenna,Leyton Orient,50000,Wypożyczenie,GB4,2022,75000,25000
837207,Charley Kendall,Sutton United,50000,Wypożyczenie,GB4,2022,50000,0
721485,Kian Harratt,Bradford City,50000,Wypożyczenie,GB4,2022,50000,0
721485,Kian Harratt,Port Vale FC,50000,Wypożyczenie,GB4,2021,50000,0
721485,Kian Harratt,Harrogate Town,0,Wypożyczenie,GB4,2020,50000,50000
66501,Robbie Willmott,FC Walsall,50000,Wypożyczenie,GB4,2022,100000,50000
66501,Robbie Willmott,Exeter City,50000,Wypożyczenie,GB4,2020,100000,50000
502071,Sonny Hilton,Carlisle United,25000,Wypożyczenie,GB4,2022,25000,0
231602,Scott Quigley,AFC Rochdale,0,Wypożyczenie,GB4,2022,125000,125000
231602,Scott Quigley,Port Vale FC,0,Wypożyczenie,GB4,2018,125000,125000
492391,Tristan Abrahams,FC Gillingham,0,Wypożyczenie,GB4,2022,175000,175000
492391,Tristan Abrahams,Leyton Orient,150000,Wypożyczenie,GB4,2020,175000,25000
492391,Tristan Abrahams,Exeter City,0,Wypożyczenie,GB4,2018,175000,175000
492391,Tristan Abrahams,Yeovil Town,0,Wypożyczenie,GB4,2018,175000,175000
374062,Matty Foulds,Harrogate Town,0,Wypożyczenie,GB4,2022,175000,175000
644241,Sam Pearson,AFC Wimbledon,0,Wypożyczenie,GB4,2022,200000,200000
714458,Ben Nelson,Doncaster Rovers,0,Wypożyczenie,GB4,2022,100000,100000
714458,Ben Nelson,AFC Rochdale,0,Wypożyczenie,GB4,2022,100000,100000
632135,Duncan Idehen,Carlisle United,0,Wypożyczenie,GB4,2022,0,0
540690,Tom Smith,Colchester United,0,Wypożyczenie,GB4,2022,75000,75000
735140,Jayden Wareham,Leyton Orient,0,Wypożyczenie,GB4,2022,0,0
633464,Joe Low,FC Walsall,0,Wypożyczenie,GB4,2022,125000,125000
621997,Cieran Slicker,AFC Rochdale,0,Wypożyczenie,GB4,2022,0,0
314354,Taye Ashby-Hammond,FC Stevenage,0,Wypożyczenie,GB4,2022,150000,150000
551004,David Robson,Crawley Town,0,Wypożyczenie,GB4,2022,0,0
433165,Danny Cashman,FC Walsall,0,Wypożyczenie,GB4,2022,0,0
433165,Danny Cashman,AFC Rochdale,0,Wypożyczenie,GB4,2021,0,0
565674,Riley Harbottle,Mansfield Town,0,Wypożyczenie,GB4,2022,200000,200000
794437,Jake Young,AFC Barrow,0,Wypożyczenie,GB4,2022,150000,150000
583991,Matthew Baker,Newport County,0,Wypożyczenie,GB4,2022,250000,250000
731752,Giosue Bellagambi,Salford City,0,Wypożyczenie,GB4,2022,75000,75000
573054,Josh Andrews,Doncaster Rovers,0,Wypożyczenie,GB4,2022,0,0
573054,Josh Andrews,AFC Rochdale,0,Wypożyczenie,GB4,2021,0,0
573054,Josh Andrews,Harrogate Town,0,Wypożyczenie,GB4,2020,0,0
655139,Nathan Moriah-Welsh,Newport County,0,Wypożyczenie,GB4,2022,150000,150000
686839,Owen Dodgson,AFC Rochdale,0,Wypożyczenie,GB4,2022,300000,300000
250750,Rollin Menayese,Hartlepool United,0,Wypożyczenie,GB4,2022,125000,125000
250750,Rollin Menayese,FC Walsall,0,Wypożyczenie,GB4,2021,125000,125000
250750,Rollin Menayese,Grimsby Town,0,Wypożyczenie,GB4,2020,125000,125000
504855,John McAtee,Grimsby Town,0,Wypożyczenie,GB4,2022,175000,175000
533474,Jack Robinson,Carlisle United,0,Wypożyczenie,GB4,2022,125000,125000
661052,Todd Miller,Doncaster Rovers,0,Wypożyczenie,GB4,2022,200000,200000
581679,Nathan Young-Coombes,AFC Wimbledon,0,Wypożyczenie,GB4,2022,0,0
670860,James Beadle,Crewe Alexandra,0,Wypożyczenie,GB4,2022,2000000,2000000
670819,Joe O'Shaughnessy,Bradford City,0,Wypożyczenie,GB4,2022,0,0
911757,Liam Bennett,FC Walsall,0,Wypożyczenie,GB4,2022,300000,300000
808308,Sean Robertson,Crewe Alexandra,0,Wypożyczenie,GB4,2022,100000,100000
581445,Mazeed Ogungbo,Crawley Town,0,Wypożyczenie,GB4,2022,150000,150000
507498,Lorent Tolaj,Salford City,0,Wypożyczenie,GB4,2022,0,0
507498,Lorent Tolaj,Cambridge United,0,Wypożyczenie,GB3,2021,0,0
655987,James Balagizi,Crawley Town,0,Wypożyczenie,GB4,2022,0,0
646208,Will Swan,Mansfield Town,0,Wypożyczenie,GB4,2022,250000,250000
646208,Will Swan,Port Vale FC,0,Wypożyczenie,GB4,2020,250000,250000
698196,Calum Kavanagh,Newport County,0,Wypożyczenie,GB4,2022,100000,100000
698196,Calum Kavanagh,Harrogate Town,0,Wypożyczenie,GB4,2021,100000,100000
646210,Fin Back,Carlisle United,0,Wypożyczenie,GB4,2022,300000,300000
192075,Brendan Kiernan,Grimsby Town,0,Wypożyczenie,GB4,2022,150000,150000
565915,Ryan Law,FC Gillingham,0,Wypożyczenie,GB4,2022,0,0
659331,John-Kymani Gordon,Carlisle United,0,Wypożyczenie,GB4,2022,100000,100000
743741,Andy Smith,Grimsby Town,0,Wypożyczenie,GB4,2022,175000,175000
743741,Andy Smith,Salford City,0,Wypożyczenie,GB4,2021,175000,175000
731755,Jaheim Headley,Harrogate Town,0,Wypożyczenie,GB4,2022,0,0
335593,Ben Barclay,Carlisle United,0,Wypożyczenie,GB4,2022,100000,100000
335593,Ben Barclay,Notts County,0,Wypożyczenie,GB4,2018,100000,100000
670989,Saxon Earley,FC Stevenage,0,Wypożyczenie,GB4,2022,200000,200000
530952,Thierry Nevers,Bradford City,0,Wypożyczenie,GB4,2022,200000,200000
530952,Thierry Nevers,Newport County,0,Wypożyczenie,GB4,2022,200000,200000
549566,Sam McClelland,AFC Barrow,0,Wypożyczenie,GB4,2022,150000,150000
814340,Douglas James-Taylor,FC Walsall,0,Wypożyczenie,GB4,2022,200000,200000
505657,Tyreik Wright,Bradford City,0,Wypożyczenie,GB4,2022,200000,200000
505657,Tyreik Wright,Colchester United,0,Wypożyczenie,GB4,2021,200000,200000
505657,Tyreik Wright,Salford City,0,Wypożyczenie,GB4,2021,200000,200000
505657,Tyreik Wright,FC Walsall,0,Wypożyczenie,GB4,2020,200000,200000
626319,Tom Fellows,Crawley Town,0,Wypożyczenie,GB4,2022,400000,400000
647280,Kieron Bowie,Northampton Town,0,Wypożyczenie,GB4,2022,250000,250000
571827,Lewis Richards,Harrogate Town,0,Wypożyczenie,GB4,2022,175000,175000
571827,Lewis Richards,Harrogate Town,0,Wypożyczenie,GB4,2021,175000,175000
726860,Jay Turner-Cooke,Tranmere Rovers,0,Wypożyczenie,GB4,2022,200000,200000
746736,Harrison Neal,AFC Barrow,0,Wypożyczenie,GB4,2022,250000,250000
854935,Mikey O'Neill,Grimsby Town,0,Wypożyczenie,GB4,2022,100000,100000
969415,Tayt-Lemar Trusty,Hartlepool United,0,Wypożyczenie,GB4,2022,100000,100000
657815,Taylor Foran,Hartlepool United,0,Wypożyczenie,GB4,2022,175000,175000
551007,Eli King,Crewe Alexandra,0,Wypożyczenie,GB4,2022,0,0
766253,Dylan Kadji,Swindon Town,0,Wypożyczenie,GB4,2022,100000,100000
454135,Connor Wood,Colchester United,0,Wypożyczenie,GB4,2022,150000,150000
632350,Ellis Taylor,Hartlepool United,0,Wypożyczenie,GB4,2022,0,0
829766,Kyle Hudlin,AFC Wimbledon,0,Wypożyczenie,GB4,2022,0,0
471368,Alfie McCalmont,Carlisle United,0,Wypożyczenie,GB4,2022,150000,150000
471368,Alfie McCalmont,FC Morecambe,0,Wypożyczenie,GB3,2021,150000,150000
471368,Alfie McCalmont,Oldham Athletic,0,Wypożyczenie,GB4,2020,150000,150000
332341,Todd Cantwell,AFC Bournemouth,20000000,Wypożyczenie,GB2,2021,8000000,-12000000
776798,Abdallah Sima,Stoke City,11000000,Wypożyczenie,GB2,2021,7000000,-4000000
226049,Freddie Woodman,AFC Bournemouth,10000000,Wypożyczenie,GB2,2021,6000000,-4000000
226049,Freddie Woodman,Swansea City,3000000,Wypożyczenie,GB2,2020,6000000,3000000
226049,Freddie Woodman,Swansea City,500000,Wypożyczenie,GB2,2019,6000000,5500000
503680,Neco Williams,FC Fulham,8000000,Wypożyczenie,GB2,2021,18000000,10000000
371814,Nathaniel Phillips,AFC Bournemouth,8000000,Wypożyczenie,GB2,2021,6000000,-2000000
325887,Filip Uremovic,Sheffield United,7000000,Wypożyczenie,GB2,2021,2000000,-5000000
429014,Morgan Gibbs-White,Sheffield United,7000000,Wypożyczenie,GB2,2021,30000000,23000000
429014,Morgan Gibbs-White,Swansea City,7000000,Wypożyczenie,GB2,2020,30000000,23000000
179860,Andraz Sporar,FC Middlesbrough,5000000,Wypożyczenie,GB2,2021,5000000,0
321070,Hannes Wolf,Swansea City,5000000,Wypożyczenie,GB2,2021,4000000,-1000000
404584,Marcus Forss,Hull City,4000000,Wypożyczenie,GB2,2021,3000000,-1000000
404584,Marcus Forss,AFC Wimbledon,150000,Wypożyczenie,GB3,2019,3000000,2850000
120565,Andre Gray,Queens Park Rangers,4000000,Wypożyczenie,GB2,2021,2000000,-2000000
344830,Tahith Chong,Birmingham City,4000000,Wypożyczenie,GB2,2021,3000000,-1000000
453824,Josh Maja,Stoke City,4000000,Wypożyczenie,GB2,2021,4000000,0
503770,Folarin Balogun,FC Middlesbrough,4000000,Wypożyczenie,GB2,2021,25000000,21000000
346291,James Léa Siliki,FC Middlesbrough,4000000,Wypożyczenie,GB2,2021,1000000,-3000000
505219,James Garner,Nottingham Forest,4000000,Wypożyczenie,GB2,2021,14000000,10000000
505219,James Garner,Nottingham Forest,3000000,Wypożyczenie,GB2,2020,14000000,11000000
505219,James Garner,FC Watford,2000000,Wypożyczenie,GB2,2020,14000000,12000000
338032,Deyovaisio Zeefuik,Blackburn Rovers,3000000,Wypożyczenie,GB2,2021,1000000,-2000000
128906,Liam Moore,Stoke City,3000000,Wypożyczenie,GB2,2021,1000000,-2000000
61653,Conor Hourihane,Sheffield United,3000000,Wypożyczenie,GB2,2021,700000,-2300000
61653,Conor Hourihane,Swansea City,6000000,Wypożyczenie,GB2,2020,700000,-5300000
618901,Sam McCallum,Queens Park Rangers,3000000,Wypożyczenie,GB2,2021,3000000,0
618901,Sam McCallum,Coventry City,750000,Wypożyczenie,GB2,2020,3000000,2250000
618901,Sam McCallum,Coventry City,0,Wypożyczenie,GB3,2019,3000000,3000000
73491,Danny Drinkwater,FC Reading,3000000,Wypożyczenie,GB2,2021,400000,-2600000
480975,Allahyar Sayyadmanesh,Hull City,3000000,Wypożyczenie,GB2,2021,4000000,1000000
75458,Robin Olsen,Sheffield United,3000000,Wypożyczenie,GB2,2021,2000000,-1000000
271098,Philip Zinckernagel,Nottingham Forest,3000000,Wypożyczenie,GB2,2021,3000000,0
199528,Josh Murphy,Preston North End,3000000,Wypożyczenie,GB2,2021,900000,-2100000
257097,Ben Davies,Sheffield United,3000000,Wypożyczenie,GB2,2021,3000000,0
258885,Max Lowe,Nottingham Forest,3000000,Wypożyczenie,GB2,2021,3000000,0
236510,Sheyi Ojo,FC Millwall,3000000,Wypożyczenie,GB2,2021,1000000,-2000000
236510,Sheyi Ojo,Cardiff City,1000000,Wypożyczenie,GB2,2020,1000000,0
367284,Leo Östigard,Stoke City,3000000,Wypożyczenie,GB2,2021,7000000,4000000
367284,Leo Östigard,Coventry City,2000000,Wypożyczenie,GB2,2020,7000000,5000000
307497,Matt Clarke,West Bromwich Albion,3000000,Wypożyczenie,GB2,2021,4000000,1000000
307497,Matt Clarke,Derby County,2000000,Wypożyczenie,GB2,2020,4000000,2000000
307497,Matt Clarke,Derby County,200000,Wypożyczenie,GB2,2019,4000000,3800000
576314,Jan Paul van Hecke,Blackburn Rovers,2000000,Wypożyczenie,GB2,2021,4000000,2000000
109751,Onel Hernández,FC Middlesbrough,2000000,Wypożyczenie,GB2,2021,1000000,-1000000
109751,Onel Hernández,Birmingham City,1000000,Wypożyczenie,GB2,2021,1000000,0
113036,Romaine Sawyers,Stoke City,2000000,Wypożyczenie,GB2,2021,1000000,-1000000
316551,Jake Clarke-Salter,Coventry City,2000000,Wypożyczenie,GB2,2021,2000000,0
316551,Jake Clarke-Salter,Birmingham City,2000000,Wypożyczenie,GB2,2020,2000000,0
316551,Jake Clarke-Salter,Birmingham City,2000000,Wypożyczenie,GB2,2019,2000000,0
483348,Djed Spence,Nottingham Forest,2000000,Wypożyczenie,GB2,2021,13000000,11000000
291544,Jordan Hugill,West Bromwich Albion,2000000,Wypożyczenie,GB2,2021,900000,-1100000
291544,Jordan Hugill,Cardiff City,1000000,Wypożyczenie,GB2,2021,900000,-100000
291544,Jordan Hugill,Queens Park Rangers,6000000,Wypożyczenie,GB2,2019,900000,-5100000
291544,Jordan Hugill,FC Middlesbrough,8000000,Wypożyczenie,GB2,2018,900000,-7100000
548470,Teden Mengi,Birmingham City,2000000,Wypożyczenie,GB2,2021,2000000,0
548470,Teden Mengi,Derby County,1000000,Wypożyczenie,GB2,2020,2000000,1000000
506009,Amine Bassi,FC Barnsley,1000000,Wypożyczenie,GB2,2021,1000000,0
110858,Benik Afobe,FC Millwall,1000000,Wypożyczenie,GB2,2021,1000000,0
110858,Benik Afobe,Bristol City,8000000,Wypożyczenie,GB2,2019,1000000,-7000000
110858,Benik Afobe,Stoke City,10000000,Wypożyczenie,GB2,2018,1000000,-9000000
66923,Luke Freeman,FC Millwall,1000000,Wypożyczenie,GB2,2021,900000,-100000
66923,Luke Freeman,Nottingham Forest,2000000,Wypożyczenie,GB2,2020,900000,-1100000
397099,Jordi Osei-Tutu,Nottingham Forest,1000000,Wypożyczenie,GB2,2021,1000000,0
397099,Jordi Osei-Tutu,Rotherham United,1000000,Wypożyczenie,GB3,2021,1000000,0
397099,Jordi Osei-Tutu,Cardiff City,1000000,Wypożyczenie,GB2,2020,1000000,0
314362,Hayden Coulson,Peterborough United,1000000,Wypożyczenie,GB2,2021,700000,-300000
314362,Hayden Coulson,Ipswich Town,1000000,Wypożyczenie,GB3,2021,700000,-300000
314362,Hayden Coulson,Cambridge United,100000,Wypożyczenie,GB4,2018,700000,600000
260841,Daniel Iversen,Preston North End,1000000,Wypożyczenie,GB2,2021,2000000,1000000
260841,Daniel Iversen,Preston North End,600000,Wypożyczenie,GB2,2020,2000000,1400000
260841,Daniel Iversen,Rotherham United,500000,Wypożyczenie,GB3,2019,2000000,1500000
260841,Daniel Iversen,Oldham Athletic,50000,Wypożyczenie,GB4,2018,2000000,1950000
365877,Matt Smith,Hull City,1000000,Wypożyczenie,GB2,2021,400000,-600000
365877,Matt Smith,Doncaster Rovers,900000,Wypożyczenie,GB3,2020,400000,-500000
365877,Matt Smith,Queens Park Rangers,1000000,Wypożyczenie,GB2,2019,400000,-600000
365877,Matt Smith,Charlton Athletic,1000000,Wypożyczenie,GB2,2019,400000,-600000
157368,Tom Ince,FC Reading,1000000,Wypożyczenie,GB2,2021,1000000,0
157368,Tom Ince,Luton Town,2000000,Wypożyczenie,GB2,2020,1000000,-1000000
805835,Rémy Vita,FC Barnsley,1000000,Wypożyczenie,GB2,2021,800000,-200000
357656,Jayson Molumby,West Bromwich Albion,1000000,Wypożyczenie,GB2,2021,2000000,1000000
357656,Jayson Molumby,Preston North End,900000,Wypożyczenie,GB2,2020,2000000,1100000
357656,Jayson Molumby,FC Millwall,0,Wypożyczenie,GB2,2019,2000000,2000000
158623,Cyrus Christie,Swansea City,1000000,Wypożyczenie,GB2,2021,1000000,0
158623,Cyrus Christie,Nottingham Forest,1000000,Wypożyczenie,GB2,2020,1000000,0
245765,Uche Ikpeazu,Cardiff City,800000,Wypożyczenie,GB2,2021,700000,-100000
596446,Leif Davis,AFC Bournemouth,800000,Wypożyczenie,GB2,2021,1000000,200000
110867,Jed Steer,Luton Town,800000,Wypożyczenie,GB2,2021,600000,-200000
110867,Jed Steer,Charlton Athletic,500000,Wypożyczenie,GB3,2018,600000,100000
608175,Alfie Doughty,Cardiff City,700000,Wypożyczenie,GB2,2021,1000000,300000
104495,Lyle Taylor,Birmingham City,700000,Wypożyczenie,GB2,2021,350000,-350000
349567,Juan Familia-Castillo,Birmingham City,700000,Wypożyczenie,GB2,2021,500000,-200000
349567,Juan Familia-Castillo,Charlton Athletic,500000,Wypożyczenie,GB3,2021,500000,0
346472,Tom Dele-Bashiru,FC Reading,700000,Wypożyczenie,GB2,2021,2000000,1300000
164499,Matt Ingram,Luton Town,600000,Wypożyczenie,GB2,2021,1000000,400000
164499,Matt Ingram,Wycombe Wanderers,250000,Wypożyczenie,GB3,2018,1000000,750000
493513,Karl Hein,FC Reading,450000,Wypożyczenie,GB2,2021,1000000,550000
395239,Claudio Gomes,FC Barnsley,450000,Wypożyczenie,GB2,2021,1000000,550000
314998,Liam Walsh,Hull City,400000,Wypożyczenie,GB2,2021,350000,-50000
314998,Liam Walsh,Coventry City,800000,Wypożyczenie,GB3,2019,350000,-450000
581681,Finley Burns,Swansea City,300000,Wypożyczenie,GB2,2021,300000,0
342050,Nathan Baxter,Hull City,300000,Wypożyczenie,GB2,2021,600000,300000
342050,Nathan Baxter,Accrington Stanley,75000,Wypożyczenie,GB3,2020,600000,525000
342050,Nathan Baxter,Yeovil Town,0,Wypożyczenie,GB4,2018,600000,600000
381469,Steven Benda,Peterborough United,250000,Wypożyczenie,GB2,2021,400000,150000
381469,Steven Benda,Swindon Town,100000,Wypożyczenie,GB4,2019,400000,300000
236493,Reece Brown,Peterborough United,250000,Wypożyczenie,GB2,2021,200000,-50000
236493,Reece Brown,Peterborough United,150000,Wypożyczenie,GB3,2020,200000,50000
236493,Reece Brown,Peterborough United,150000,Wypożyczenie,GB3,2019,200000,50000
245625,Alex Palmer,Luton Town,250000,Wypożyczenie,GB2,2021,500000,250000
245625,Alex Palmer,Lincoln City,0,Wypożyczenie,GB3,2020,500000,500000
245625,Alex Palmer,Plymouth Argyle,0,Wypożyczenie,GB4,2019,500000,500000
245625,Alex Palmer,Notts County,0,Wypożyczenie,GB4,2018,500000,500000
245625,Alex Palmer,Oldham Athletic,0,Wypożyczenie,GB4,2018,500000,500000
470606,Leighton Clarkson,Blackburn Rovers,150000,Wypożyczenie,GB2,2021,800000,650000
386752,Ryan Wintle,FC Blackpool,50000,Wypożyczenie,GB2,2021,3000000,2950000
512175,Ryan Longman,Hull City,0,Wypożyczenie,GB2,2021,2000000,2000000
512175,Ryan Longman,AFC Wimbledon,0,Wypożyczenie,GB3,2020,2000000,2000000
492690,Callum Morton,Peterborough United,0,Wypożyczenie,GB2,2021,250000,250000
492690,Callum Morton,Fleetwood Town,0,Wypożyczenie,GB3,2021,250000,250000
492690,Callum Morton,Lincoln City,0,Wypożyczenie,GB3,2020,250000,250000
492690,Callum Morton,Northampton Town,0,Wypożyczenie,GB4,2019,250000,250000
614258,Levi Colwill,Huddersfield Town,0,Wypożyczenie,GB2,2021,16000000,16000000
503686,Daniel Ballard,FC Millwall,0,Wypożyczenie,GB2,2021,2000000,2000000
503686,Daniel Ballard,FC Blackpool,0,Wypożyczenie,GB3,2020,2000000,2000000
503686,Daniel Ballard,Swindon Town,0,Wypożyczenie,GB4,2019,2000000,2000000
559794,Jack Clarke,AFC Sunderland,5000000,Wypożyczenie,GB3,2021,8000000,3000000
559794,Jack Clarke,Stoke City,5000000,Wypożyczenie,GB2,2020,8000000,3000000
559794,Jack Clarke,Leeds United,6000000,Wypożyczenie,GB2,2019,8000000,2000000
559794,Jack Clarke,Queens Park Rangers,6000000,Wypożyczenie,GB2,2019,8000000,2000000
120504,Harlee Dean,Sheffield Wednesday,2000000,Wypożyczenie,GB3,2021,600000,-1400000
296577,Macauley Bonne,Ipswich Town,2000000,Wypożyczenie,GB3,2021,500000,-1500000
55742,Harry Arter,Charlton Athletic,2000000,Wypożyczenie,GB3,2021,600000,-1400000
55742,Harry Arter,FC Fulham,7000000,Wypożyczenie,GB2,2019,600000,-6400000
268117,Mahlon Romeo,FC Portsmouth,2000000,Wypożyczenie,GB3,2021,2000000,0
517286,Lewis Wing,Sheffield Wednesday,2000000,Wypożyczenie,GB3,2021,500000,-1500000
517286,Lewis Wing,Rotherham United,2000000,Wypożyczenie,GB2,2020,500000,-1500000
483974,Leon Dajaku,AFC Sunderland,1000000,Wypożyczenie,GB3,2021,900000,-100000
435198,Jordan Storey,Sheffield Wednesday,1000000,Wypożyczenie,GB3,2021,3000000,2000000
314266,Jonathan Leko,Charlton Athletic,1000000,Wypożyczenie,GB3,2021,500000,-500000
314266,Jonathan Leko,Charlton Athletic,1000000,Wypożyczenie,GB2,2019,500000,-500000
365544,Pontus Dahlberg,FC Gillingham,1000000,Wypożyczenie,GB3,2021,1000000,0
365544,Pontus Dahlberg,Doncaster Rovers,1000000,Wypożyczenie,GB3,2021,1000000,0
106676,Will Grigg,Rotherham United,1000000,Wypożyczenie,GB3,2021,350000,-650000
106676,Will Grigg,Milton Keynes Dons,1000000,Wypożyczenie,GB3,2020,350000,-650000
542690,Frederik Alves,AFC Sunderland,1000000,Wypożyczenie,GB3,2021,600000,-400000
746740,Daniel Jebbison,Burton Albion,1000000,Wypożyczenie,GB3,2021,1000000,0
410436,Bailey Peacock-Farrell,Sheffield Wednesday,1000000,Wypożyczenie,GB3,2021,900000,-100000
425716,Tyreeq Bakinson,Ipswich Town,1000000,Wypożyczenie,GB3,2021,700000,-300000
425716,Tyreeq Bakinson,Plymouth Argyle,250000,Wypożyczenie,GB4,2019,700000,450000
425716,Tyreeq Bakinson,Newport County,0,Wypożyczenie,GB4,2018,700000,700000
503688,Dominic Thompson,Ipswich Town,800000,Wypożyczenie,GB3,2021,1000000,200000
503688,Dominic Thompson,Swindon Town,400000,Wypożyczenie,GB3,2020,1000000,600000
325588,Gavin Whyte,Oxford United,800000,Wypożyczenie,GB3,2021,600000,-200000
325588,Gavin Whyte,Hull City,1000000,Wypożyczenie,GB3,2020,600000,-400000
208379,Christian Walton,Ipswich Town,800000,Wypożyczenie,GB3,2021,1000000,200000
208379,Christian Walton,Blackburn Rovers,1000000,Wypożyczenie,GB2,2019,1000000,0
208379,Christian Walton,Wigan Athletic,250000,Wypożyczenie,GB2,2018,1000000,750000
425799,Tom Bayliss,Wigan Athletic,700000,Wypożyczenie,GB3,2021,350000,-350000
314253,Herbie Kane,Oxford United,700000,Wypożyczenie,GB3,2021,900000,200000
314253,Herbie Kane,Hull City,250000,Wypożyczenie,GB2,2019,900000,650000
314253,Herbie Kane,Doncaster Rovers,0,Wypożyczenie,GB3,2018,900000,900000
433185,Xavier Amaechi,Bolton Wanderers,600000,Wypożyczenie,GB3,2021,500000,-100000
229826,Elliot Lee,Charlton Athletic,600000,Wypożyczenie,GB3,2021,0,-600000
229826,Elliot Lee,Oxford United,900000,Wypożyczenie,GB3,2020,0,-900000
317444,Ron-Thorben Hoffmann,AFC Sunderland,600000,Wypożyczenie,GB3,2021,400000,-200000
284020,Florian Kamberi,Sheffield Wednesday,550000,Wypożyczenie,GB3,2021,450000,-100000
341295,Tyler Walker,FC Portsmouth,500000,Wypożyczenie,GB3,2021,300000,-200000
341295,Tyler Walker,Lincoln City,250000,Wypożyczenie,GB3,2019,300000,50000
341295,Tyler Walker,Mansfield Town,250000,Wypożyczenie,GB4,2018,300000,50000
314268,Jacob Maddox,Burton Albion,500000,Wypożyczenie,GB3,2021,250000,-250000
314268,Jacob Maddox,Tranmere Rovers,0,Wypożyczenie,GB3,2019,250000,250000
314268,Jacob Maddox,Cheltenham Town,0,Wypożyczenie,GB4,2018,250000,250000
453661,Jacob Bedeau,FC Morecambe,450000,Wypożyczenie,GB3,2021,350000,-100000
289844,Josh Harrop,Fleetwood Town,400000,Wypożyczenie,GB3,2021,250000,-150000
289844,Josh Harrop,Ipswich Town,700000,Wypożyczenie,GB3,2020,250000,-450000
348488,Harry Chapman,Burton Albion,400000,Wypożyczenie,GB3,2021,300000,-100000
348488,Harry Chapman,Shrewsbury Town,300000,Wypożyczenie,GB3,2020,300000,0
258199,Ethan Robson,Milton Keynes Dons,400000,Wypożyczenie,GB3,2021,250000,-150000
258199,Ethan Robson,Grimsby Town,500000,Wypożyczenie,GB4,2019,250000,-250000
611845,Ciaron Brown,Oxford United,400000,Wypożyczenie,GB3,2021,350000,-50000
41131,Trevor Carson,FC Morecambe,350000,Wypożyczenie,GB3,2021,350000,0
411255,Jordan Thorniley,Oxford United,300000,Wypożyczenie,GB3,2021,700000,400000
123672,Tomas Holy,Cambridge United,300000,Wypożyczenie,GB3,2021,250000,-50000
123672,Tomas Holy,Port Vale FC,300000,Wypożyczenie,GB4,2021,250000,-50000
296978,Liam Cullen,Lincoln City,300000,Wypożyczenie,GB3,2021,1000000,700000
381156,Joel Mumbongo,Accrington Stanley,300000,Wypożyczenie,GB3,2021,200000,-100000
624948,Mattie Pollock,Cheltenham Town,250000,Wypożyczenie,GB3,2021,300000,50000
530879,Kayne Ramsay,Crewe Alexandra,250000,Wypożyczenie,GB3,2021,200000,-50000
530879,Kayne Ramsay,Shrewsbury Town,0,Wypożyczenie,GB3,2019,200000,200000
380029,Ryan Broom,Plymouth Argyle,250000,Wypożyczenie,GB3,2021,350000,100000
380029,Ryan Broom,Burton Albion,0,Wypożyczenie,GB3,2020,350000,350000
550829,Matej Kovar,Burton Albion,250000,Wypożyczenie,GB3,2021,900000,650000
550829,Matej Kovar,Swindon Town,250000,Wypożyczenie,GB3,2020,900000,650000
503780,Hayden Carter,FC Portsmouth,250000,Wypożyczenie,GB3,2021,800000,550000
503780,Hayden Carter,Burton Albion,150000,Wypożyczenie,GB3,2020,800000,650000
581683,Nile John,Charlton Athletic,200000,Wypożyczenie,GB3,2021,400000,200000
595652,Peter Kioso,Milton Keynes Dons,200000,Wypożyczenie,GB3,2021,300000,100000
595652,Peter Kioso,Northampton Town,100000,Wypożyczenie,GB3,2020,300000,200000
595652,Peter Kioso,Bolton Wanderers,100000,Wypożyczenie,GB4,2020,300000,200000
639763,Rodrigo Vilca,Doncaster Rovers,200000,Wypożyczenie,GB3,2021,350000,150000
424021,Dapo Mebude,AFC Wimbledon,200000,Wypożyczenie,GB3,2021,300000,100000
344586,Connal Trueman,Oxford United,200000,Wypożyczenie,GB3,2021,200000,0
344586,Connal Trueman,Swindon Town,250000,Wypożyczenie,GB3,2020,200000,-50000
344586,Connal Trueman,AFC Wimbledon,250000,Wypożyczenie,GB3,2020,200000,-50000
545432,Marcel Lewis,Accrington Stanley,150000,Wypożyczenie,GB3,2021,150000,0
444571,Curtis Tilt,Wigan Athletic,150000,Wypożyczenie,GB3,2021,400000,250000
444571,Curtis Tilt,Wigan Athletic,100000,Wypożyczenie,GB3,2020,400000,300000
309041,Zak Jules,Fleetwood Town,100000,Wypożyczenie,GB3,2021,200000,100000
504396,Christian Norton,Cheltenham Town,100000,Wypożyczenie,GB3,2021,150000,50000
425713,Akin Famewo,Charlton Athletic,100000,Wypożyczenie,GB3,2021,300000,200000
425713,Akin Famewo,Charlton Athletic,25000,Wypożyczenie,GB3,2020,300000,275000
425713,Akin Famewo,Grimsby Town,25000,Wypożyczenie,GB4,2018,300000,275000
646996,Daniel Phillips,FC Gillingham,100000,Wypożyczenie,GB3,2021,100000,0
314381,Adam Phillips,FC Morecambe,75000,Wypożyczenie,GB3,2021,450000,375000
314381,Adam Phillips,Accrington Stanley,75000,Wypożyczenie,GB3,2020,450000,375000
314381,Adam Phillips,FC Morecambe,75000,Wypożyczenie,GB4,2020,450000,375000
